piece,big5,race,religion,count,demvote,issues,partisan_score,ticket_splitters,percent,support,repcomp,demcomp
Atheist White Straight College degree Rural Married women,Secular,White,Atheist,330.1527281,92.03865593,0.852434836,91.73671886,2.861384798,0.160548946,Democratic,0.013266611,0.147282335
Evangelical Black Straight College degree Suburban Married women,Black people,Black,Evangelical,329.5993815,82.95250231,0.692693758,80.84574866,4.729620278,0.16027986,Democratic,0.030700407,0.129579453
Evangelical Hispanic Straight No degree Urban Married men,Mosaic middle,Hispanic,Evangelical,325.5997112,55.75206578,0.508032187,49.86528777,9.187632167,0.158334873,Mixed,0.079380733,0.07895414
Evangelical Black Straight No degree Rural Unmarried men,Black people,Black,Evangelical,325.1713512,72.61229927,0.599016837,70.43345593,8.757980056,0.158126567,Democratic,0.046752561,0.111374006
Other White Straight No degree Suburban Unmarried women,Mosaic middle,White,Other,324.4474467,48.60352417,0.61551519,48.70875081,4.048909288,0.157774542,Mixed,0.080924533,0.076850008
Agnostic White Straight College degree Rural Married women,Secular,White,Agnostic,317.3424543,81.35897307,0.792335915,81.21331519,3.884279935,0.154319477,Democratic,0.028991514,0.125327963
Agnostic White Straight College degree Urban Married men,Secular,White,Agnostic,316.940169,84.98111342,0.778034236,83.27157132,4.913194183,0.154123851,Democratic,0.025782499,0.128341353
Agnostic White Straight No degree Suburban Unmarried women,Secular,White,Agnostic,313.3316773,80.65181831,0.735037581,75.32412678,3.041439285,0.152369089,Democratic,0.037598403,0.114770686
Catholic Hispanic Straight No degree Urban Married men,Mosaic middle,Hispanic,Catholic,312.0850416,74.03104702,0.633959853,64.71240758,6.860217031,0.151762866,Mixed,0.053553462,0.098209405
Agnostic White Straight No degree Rural Unmarried women,Secular,White,Agnostic,310.7093742,75.02872493,0.721930856,70.79949509,4.657622288,0.151093897,Democratic,0.044120181,0.106973716
Atheist White Straight College degree Urban Married women,Secular,White,Atheist,310.1094583,93.87695433,0.879795417,93.54172669,2.234828353,0.150802166,Democratic,0.009739216,0.14106295
Agnostic White Straight No degree Urban Unmarried men,Secular,White,Agnostic,308.6384502,69.99865409,0.664424704,65.22832927,7.568262788,0.150086834,Mixed,0.0521877,0.097899134
Protestant White Straight College degree Urban Unmarried men,Mosaic middle,White,Protestant,306.9830299,58.68805875,0.60712272,54.38798691,7.331378627,0.149281825,Mixed,0.068090446,0.081191379
Evangelical Hispanic Straight No degree Urban Unmarried men,Mosaic middle,Hispanic,Evangelical,305.4848167,50.18997555,0.564977463,51.03904792,3.098811058,0.148553263,Mixed,0.072733092,0.075820171
Agnostic White Straight No degree Suburban Married women,Secular,White,Agnostic,300.591016,74.67461534,0.693837911,71.0066808,5.429983274,0.146173472,Democratic,0.042380541,0.103792931
Atheist White Straight No degree Suburban Unmarried women,Secular,White,Atheist,297.4459835,86.1751509,0.792515137,76.16472773,2.194221256,0.144644084,Democratic,0.034476311,0.110167773
Other White Straight College degree Rural Married men,Mosaic middle,White,Other,297.434696,41.84412988,0.49498882,41.51340283,7.626777585,0.144638595,Mixed,0.084594193,0.060044403
Other White Straight No degree Rural Unmarried men,Mosaic middle,White,Other,294.6508998,33.6038739,0.541418149,39.05374181,3.693299758,0.143284872,Mixed,0.087326768,0.055958104
Nothing in particular White Straight College degree Urban Unmarried men,Mosaic middle,White,Nothing in particular,293.4125015,78.89005614,0.738369464,75.91113364,3.878031524,0.142682655,Democratic,0.034370634,0.108312021
Other White Straight No degree Suburban Unmarried men,Mosaic middle,White,Other,291.7981478,40.34636684,0.550075445,41.02977015,2.835804468,0.141897616,Mixed,0.08367735,0.058220266
Evangelical Hispanic Straight No degree Rural Married women,Mosaic middle,Hispanic,Evangelical,289.7350432,39.48256394,0.522020268,42.57199389,6.394469037,0.140894355,Mixed,0.080912819,0.059981536
Catholic Hispanic Straight College degree Suburban Married women,Mosaic middle,Hispanic,Catholic,287.6085258,59.06322736,0.666730451,60.95451148,8.063605857,0.139860257,Mixed,0.054609121,0.085251137
Evangelical Hispanic Straight No degree Suburban Unmarried women,Mosaic middle,Hispanic,Evangelical,286.881935,57.85896417,0.573515794,54.04699638,5.393899802,0.139506926,Mixed,0.064107623,0.075399303
Atheist White Straight No degree Suburban Married women,Secular,White,Atheist,283.6135097,79.39650713,0.772206963,77.80079609,3.978578409,0.137917533,Democratic,0.030616594,0.107300939
Protestant Black Straight No degree Urban Unmarried men,Black people,Black,Protestant,280.1429424,93.89305165,0.646933219,82.6763852,4.475537638,0.136229842,Democratic,0.023599933,0.112629909
Agnostic White Straight College degree Urban Unmarried men,Secular,White,Agnostic,279.4240775,82.75409654,0.76059209,78.28903213,6.903565379,0.135880267,Democratic,0.029500921,0.106379346
Evangelical White LGBTQ No degree Rural Unmarried men,White evangelicals,White,Evangelical,276.6427243,27.83466323,0.466176616,34.90385192,3.905328135,0.134527732,Mixed,0.087572372,0.04695536
Nothing in particular White LGBTQ No degree Urban Unmarried men,LGBTQ,White,Nothing in particular,275.6255828,81.40244482,0.709539481,69.56264204,4.970654155,0.134033109,Mixed,0.040796137,0.093236972
Jewish White Straight College degree Suburban Unmarried women,Mosaic middle,White,Jewish,274.5571779,84.54838871,0.779044588,83.36772884,6.288557644,0.133513558,Democratic,0.022206337,0.111307221
Jewish White Straight College degree Urban Married men,Mosaic middle,White,Jewish,266.4882707,72.31015626,0.707506165,70.16799278,5.043249211,0.129589754,Democratic,0.038659225,0.090930529
Other White Straight No degree Urban Unmarried women,Mosaic middle,White,Other,266.173473,55.88401357,0.645345244,51.74565593,5.703875696,0.129436672,Mixed,0.062458817,0.066977855
Nothing in particular Hispanic Straight No degree Urban Unmarried men,Mosaic middle,Hispanic,Nothing in particular,260.1148791,70.40091728,0.656581355,64.6777787,3.495233749,0.126490457,Mixed,0.044679239,0.081811218
Evangelical Black Straight College degree Suburban Married men,Black people,Black,Evangelical,258.6590751,74.23733878,0.671450126,72.97411011,11.41786286,0.125782519,Democratic,0.033993845,0.091788674
Catholic Hispanic Straight College degree Suburban Married men,Mosaic middle,Hispanic,Catholic,256.4758797,53.80896829,0.556229927,51.70171051,8.059034108,0.12472086,Mixed,0.060238042,0.064482818
Catholic White Straight College degree Rural Unmarried men,Mosaic middle,White,Catholic,256.280073,28.51849255,0.436700076,30.44107946,3.898534977,0.124625641,Mixed,0.086688251,0.037937391
Protestant Black Straight No degree Suburban Unmarried women,Black people,Black,Protestant,253.8814406,97.83551849,0.723775118,88.50717183,1.323817502,0.123459218,Democratic,0.014188956,0.109270262
Evangelical Hispanic Straight No degree Rural Married men,Mosaic middle,Hispanic,Evangelical,250.4949815,24.31323,0.447379196,32.11545236,10.07249744,0.121812427,Mixed,0.082691815,0.039120612
Evangelical Hispanic Straight No degree Rural Unmarried women,Mosaic middle,Hispanic,Evangelical,249.4953683,35.09833123,0.568241537,46.43624228,8.374114567,0.121326328,Mixed,0.064986941,0.056339388
Agnostic White Straight College degree Urban Married women,Secular,White,Agnostic,249.1814658,92.56501296,0.846775701,90.439052,3.989592047,0.121173682,Democratic,0.011585353,0.109588329
Atheist White LGBTQ College degree Urban Unmarried men,Secular,White,Atheist,249.0202532,94.51601097,0.878516469,93.19851103,2.274012797,0.121095286,Democratic,0.008236283,0.112859004
Other White Straight College degree Suburban Unmarried women,Mosaic middle,White,Other,247.3744632,68.05422283,0.686607849,64.90354198,5.410835697,0.12029496,Mixed,0.04221927,0.07807569
Nothing in particular White Straight College degree Rural Unmarried men,Mosaic middle,White,Nothing in particular,246.3900858,52.58546693,0.606279124,55.26762954,5.754439931,0.11981627,Mixed,0.053596658,0.066219612
Nothing in particular White LGBTQ No degree Rural Unmarried men,LGBTQ,White,Nothing in particular,246.3450161,68.44242199,0.673514387,64.27606981,4.178100207,0.119794353,Mixed,0.042795251,0.076999102
Atheist White Straight No degree Rural Unmarried women,Secular,White,Atheist,243.8099129,85.50805592,0.751458862,72.1951808,2.903203193,0.118561566,Democratic,0.032965829,0.085595737
Atheist White Straight No degree Urban Married men,Secular,White,Atheist,242.8407901,78.37339835,0.740988942,78.96308479,8.346013192,0.118090294,Democratic,0.024842555,0.093247739
Other White Straight College degree Urban Married men,Mosaic middle,White,Other,242.4555159,64.53583154,0.636024508,61.54049425,6.463058296,0.11790294,Mixed,0.045344888,0.072558052
Jewish White Straight College degree Urban Unmarried women,Mosaic middle,White,Jewish,240.6650857,91.52617089,0.806683837,85.65895235,7.178183419,0.117032278,Democratic,0.016783655,0.100248623
Evangelical White LGBTQ No degree Suburban Unmarried men,White evangelicals,White,Evangelical,240.6552087,45.93810877,0.541402708,40.2484301,5.63655993,0.117027475,Mixed,0.069925753,0.047101721
Nothing in particular White LGBTQ No degree Suburban Unmarried men,LGBTQ,White,Nothing in particular,240.2545298,69.19253774,0.683570577,68.70188311,2.679042863,0.11683263,Mixed,0.036566413,0.080266217
Atheist White Straight No degree Rural Married women,Secular,White,Atheist,239.8974225,81.21139425,0.731800435,74.81453077,3.588431641,0.116658973,Democratic,0.02938111,0.087277863
Atheist White Straight College degree Rural Unmarried women,Secular,White,Atheist,238.1342192,94.16028365,0.884561086,92.72415564,3.026315239,0.11580155,Democratic,0.008425541,0.10737601
Catholic Hispanic Straight No degree Rural Married men,Mosaic middle,Hispanic,Catholic,237.0647866,54.88365445,0.558763505,56.41315326,8.799206618,0.115281499,Mixed,0.05024757,0.065033929
Other White Straight No degree Urban Married women,Mosaic middle,White,Other,233.7642911,49.66269628,0.602719053,49.93240596,8.347938167,0.113676512,Mixed,0.056915094,0.056761417
Nothing in particular Black Straight No degree Suburban Unmarried women,Black people,Black,Nothing in particular,232.9058086,94.93804127,0.675534702,81.05025902,1.053246021,0.113259043,Democratic,0.021462295,0.091796748
Protestant Black Straight No degree Suburban Unmarried men,Black people,Black,Protestant,225.4094584,92.7608709,0.690050008,79.36675388,2.502303475,0.109613666,Democratic,0.022616857,0.086996809
Protestant Black Straight No degree Suburban Married men,Black people,Black,Protestant,222.2162978,94.12997037,0.736897878,90.75204804,4.969829826,0.108060874,Democratic,0.009993418,0.098067456
Evangelical Black Straight College degree Urban Married women,Black people,Black,Evangelical,221.1622176,91.23606802,0.689335495,86.45267992,5.891668003,0.107548288,Democratic,0.014569911,0.092978378
Atheist White LGBTQ No degree Urban Unmarried men,Secular,White,Atheist,217.0530425,92.62160003,0.838946471,90.17895092,2.124925773,0.10555005,Democratic,0.010366122,0.095183928
Nothing in particular Black Straight No degree Suburban Unmarried men,Black people,Black,Nothing in particular,215.2567814,89.2285293,0.655684615,75.5571458,1.817703461,0.104676552,Democratic,0.025585937,0.079090615
Agnostic White Straight College degree Rural Unmarried women,Secular,White,Agnostic,214.8536557,84.79990687,0.819207186,85.20446017,6.722850898,0.104480517,Democratic,0.015458457,0.089022061
Other White Straight College degree Urban Married women,Mosaic middle,White,Other,214.3748386,71.98460703,0.704149466,68.62752875,6.89124466,0.104247675,Mixed,0.032705072,0.071542603
Evangelical Other race Straight No degree Rural Married men,Mosaic middle,Other race,Evangelical,213.5283006,3.984851789,0.30350436,13.87385186,2.112075278,0.103836015,Republican,0.08942996,0.014406055
Catholic Hispanic Straight No degree Rural Married women,Mosaic middle,Hispanic,Catholic,213.2947592,67.41128822,0.619784669,62.26468173,4.170447279,0.103722447,Mixed,0.039139995,0.064582451
Other White Straight College degree Rural Unmarried women,Mosaic middle,White,Other,213.1485138,69.1022333,0.707174657,68.33787121,6.255235608,0.103651329,Mixed,0.032818217,0.070833112
Atheist White Straight College degree Rural Unmarried men,Secular,White,Atheist,212.7847027,91.57415295,0.850452789,89.6989676,2.909796037,0.103474413,Democratic,0.010658933,0.09281548
Atheist White Straight No degree Urban Unmarried women,Secular,White,Atheist,211.9819039,88.23567863,0.766521887,81.44757868,3.687543713,0.103084022,Democratic,0.019124582,0.08395944
Jewish White Straight No degree Suburban Unmarried women,Mosaic middle,White,Jewish,211.6393986,74.20054784,0.706539062,71.27402554,9.183968134,0.102917466,Democratic,0.029564045,0.073353421
Protestant Black Straight College degree Suburban Unmarried women,Black people,Black,Protestant,211.2776591,94.82289686,0.797863065,93.44275068,3.297080393,0.102741557,Democratic,0.00673702,0.096004537
Catholic Hispanic Straight No degree Rural Unmarried women,Mosaic middle,Hispanic,Catholic,204.9644833,80.01219176,0.669639354,71.04921557,2.972835962,0.099671543,Democratic,0.028855693,0.070815849
Protestant Black Straight College degree Urban Unmarried women,Black people,Black,Protestant,204.9226226,98.3341595,0.782552765,94.89066026,2.001265827,0.099651186,Democratic,0.005091518,0.094559669
Evangelical Other race Straight No degree Rural Married women,Mosaic middle,Other race,Evangelical,204.8828692,5.522381135,0.36696651,18.56164839,3.187147451,0.099631855,Republican,0.08113854,0.018493315
Other Asian Straight College degree Suburban Married women,Mosaic middle,Asian,Other,204.4192601,82.03584502,0.67406626,76.81699828,5.77203334,0.099406408,Democratic,0.023045389,0.076361018
Agnostic White Straight No degree Urban Unmarried women,Secular,White,Agnostic,203.1997774,82.08818902,0.738585996,77.91422148,5.801297813,0.098813389,Democratic,0.021823706,0.076989683
Catholic Hispanic Straight No degree Rural Unmarried men,Mosaic middle,Hispanic,Catholic,202.4945354,51.29582648,0.579990194,59.53185937,4.084804388,0.098470439,Mixed,0.039849156,0.058621283
Nothing in particular White LGBTQ No degree Suburban Unmarried women,LGBTQ,White,Nothing in particular,202.2814436,87.48501279,0.74737039,74.33055989,2.936217202,0.098366815,Democratic,0.025250211,0.073116605
Evangelical White LGBTQ No degree Rural Unmarried women,White evangelicals,White,Evangelical,200.9033259,42.2674103,0.560350278,42.74487037,5.226713135,0.097696655,Mixed,0.055936346,0.041760308
Evangelical Black Straight College degree Urban Married men,Black people,Black,Evangelical,199.4274815,86.86209349,0.656954377,77.20651326,6.701430695,0.096978971,Democratic,0.022104889,0.074874082
Nothing in particular White LGBTQ College degree Urban Unmarried men,LGBTQ,White,Nothing in particular,198.9571026,93.42948172,0.829704867,90.01639903,2.179197454,0.096750232,Democratic,0.009659157,0.087091075
Nothing in particular Hispanic Straight No degree Suburban Unmarried men,Mosaic middle,Hispanic,Nothing in particular,196.3410644,64.09307102,0.624874568,56.52298295,1.889260431,0.095478087,Mixed,0.041511024,0.053967063
Catholic Hispanic Straight College degree Urban Unmarried women,Mosaic middle,Hispanic,Catholic,194.073767,80.61218684,0.705764307,77.19507772,5.354944077,0.09437553,Democratic,0.021522266,0.072853264
Atheist White LGBTQ No degree Suburban Unmarried men,Secular,White,Atheist,193.177988,86.86051724,0.819844997,82.4500273,2.328288493,0.093939924,Democratic,0.016486431,0.077453493
Catholic Hispanic Straight College degree Urban Married women,Mosaic middle,Hispanic,Catholic,192.1360366,61.71038957,0.636078795,60.30252465,7.011317164,0.093433237,Mixed,0.037090636,0.056342601
Evangelical Asian Straight College degree Suburban Married women,Mosaic middle,Asian,Evangelical,191.559075,25.00850457,0.451388667,33.72903143,9.618702807,0.093152668,Mixed,0.061733175,0.031419493
Jewish White Straight College degree Urban Married women,Mosaic middle,White,Jewish,189.9354329,87.53684876,0.795751017,84.05845954,4.638893345,0.092363112,Democratic,0.014724103,0.077639009
Jewish White Straight No degree Suburban Married women,Mosaic middle,White,Jewish,183.3193269,67.58530295,0.68001053,64.73906744,8.621589757,0.089145787,Mixed,0.031433636,0.057712151
Evangelical Asian Straight College degree Suburban Married men,Mosaic middle,Asian,Evangelical,182.6232129,28.85837111,0.456402453,31.50819701,10.89726147,0.088807275,Mixed,0.060825704,0.027981571
Agnostic White Straight No degree Urban Married men,Secular,White,Agnostic,181.0699357,57.03560039,0.615260338,57.98986219,5.245809524,0.088051937,Mixed,0.03699074,0.051061197
Nothing in particular White LGBTQ No degree Rural Unmarried women,LGBTQ,White,Nothing in particular,180.0308401,72.6228167,0.691741857,63.16508721,3.249093806,0.087546639,Mixed,0.032247728,0.055298911
Nothing in particular Hispanic Straight No degree Urban Unmarried women,Mosaic middle,Hispanic,Nothing in particular,179.9319548,78.78622111,0.676822522,68.80829149,2.361798656,0.087498552,Mixed,0.027292293,0.060206259
Jewish White Straight College degree Suburban Unmarried men,Mosaic middle,White,Jewish,179.895816,67.16035457,0.667235136,62.02105937,7.026884006,0.087480978,Mixed,0.033224349,0.054256629
Evangelical Black Straight College degree Rural Unmarried women,Black people,Black,Evangelical,178.6641808,89.11605233,0.701013929,87.88518287,6.060844099,0.08688205,Democratic,0.010525601,0.076356449
Evangelical White LGBTQ No degree Rural Married women,White evangelicals,White,Evangelical,177.8262821,21.8686167,0.427315705,28.79307153,10.04227667,0.086474591,Republican,0.0615759,0.024898691
Evangelical White LGBTQ No degree Urban Unmarried men,White evangelicals,White,Evangelical,177.1479034,52.151293,0.520876522,50.49899991,4.350185418,0.086144704,Mixed,0.04264249,0.043502214
Evangelical Hispanic Straight College degree Suburban Married men,Mosaic middle,Hispanic,Evangelical,175.8357416,23.71185618,0.436709763,30.01789814,8.979595873,0.085506617,Mixed,0.059839328,0.025667289
Other White Straight College degree Urban Unmarried women,Mosaic middle,White,Other,175.0041162,77.64449075,0.775745533,78.06760134,7.122040567,0.085102209,Democratic,0.018664956,0.066437253
Nothing in particular Black Straight No degree Rural Unmarried women,Black people,Black,Nothing in particular,174.4910149,76.78544345,0.643507952,73.32789487,2.410648444,0.084852694,Democratic,0.022632,0.062220694
Evangelical Black Straight College degree Urban Unmarried men,Black people,Black,Evangelical,173.8277825,87.60641521,0.660460202,80.56602414,6.617125472,0.084530173,Democratic,0.016427573,0.0681026
Catholic Hispanic Straight College degree Urban Married men,Mosaic middle,Hispanic,Catholic,172.9437183,54.22559737,0.566220645,55.12459136,8.425667001,0.084100264,Mixed,0.037740337,0.046359927
Agnostic White Straight College degree Rural Unmarried men,Secular,White,Agnostic,172.8325862,75.81975989,0.705904165,73.68656068,5.877166454,0.084046222,Democratic,0.022115452,0.06193077
Other White Straight No degree Urban Unmarried men,Mosaic middle,White,Other,169.7496791,50.12289988,0.584643651,43.94848425,4.30801367,0.082547045,Mixed,0.04626887,0.036278175
Other White Straight College degree Suburban Unmarried men,Mosaic middle,White,Other,169.456289,57.28716396,0.559004932,55.4962947,6.412416231,0.082404373,Mixed,0.036672999,0.045731374
Nothing in particular White LGBTQ College degree Urban Unmarried women,LGBTQ,White,Nothing in particular,168.1733097,98.05246708,0.87631804,89.58107886,1.278441455,0.081780477,Democratic,0.008520643,0.073259833
Atheist White LGBTQ College degree Suburban Unmarried men,Secular,White,Atheist,168.0310679,96.3124369,0.85960431,93.69794799,1.656781837,0.081711307,Democratic,0.005149489,0.076561818
Other White Straight No degree Urban Married men,Mosaic middle,White,Other,167.4309891,43.63880469,0.52737235,45.13603773,5.122918515,0.081419496,Mixed,0.044669962,0.036749534
Jewish White Straight No degree Suburban Unmarried men,Mosaic middle,White,Jewish,164.065386,66.82456745,0.641702147,67.55086188,11.03829037,0.079782847,Mixed,0.025888846,0.053894001
Agnostic White LGBTQ No degree Suburban Unmarried men,Secular,White,Agnostic,163.5851353,78.91387477,0.760912525,79.11678081,5.807949423,0.079549308,Democratic,0.016612456,0.062936851
Evangelical White LGBTQ College degree Urban Married men,White evangelicals,White,Evangelical,163.5617726,55.39310362,0.547438719,54.84589628,9.3712603,0.079537947,Mixed,0.035914647,0.0436233
Evangelical White LGBTQ No degree Rural Married men,White evangelicals,White,Evangelical,162.6238865,20.13241316,0.403019567,24.12101957,7.642189484,0.079081865,Republican,0.060006513,0.019075352
Protestant White LGBTQ No degree Urban Unmarried men,LGBTQ,White,Protestant,160.3324573,75.17896849,0.671662136,73.35725596,8.518605419,0.077967573,Democratic,0.020772701,0.057194872
Atheist White LGBTQ No degree Rural Unmarried men,Secular,White,Atheist,157.6702718,87.36846011,0.80271627,83.3481117,2.177057124,0.076672987,Democratic,0.0127675,0.063905487
Agnostic White LGBTQ College degree Urban Unmarried women,Secular,White,Agnostic,156.7097053,99.21990505,0.912790088,98.17123877,1.319161135,0.076205876,Democratic,0.001393624,0.074812253
Nothing in particular White LGBTQ College degree Suburban Unmarried women,LGBTQ,White,Nothing in particular,156.5044433,87.86305991,0.835369663,84.33665104,1.515570779,0.07610606,Democratic,0.011920758,0.064185302
Nothing in particular White LGBTQ No degree Urban Unmarried women,LGBTQ,White,Nothing in particular,154.2550341,78.65168652,0.715906296,68.58439212,4.84787706,0.075012202,Mixed,0.023565539,0.051446663
Agnostic White LGBTQ College degree Urban Unmarried men,Secular,White,Agnostic,154.2472758,93.24384922,0.854365339,91.88459115,4.721516351,0.075008429,Democratic,0.006087241,0.068921188
Nothing in particular White LGBTQ College degree Suburban Unmarried men,LGBTQ,White,Nothing in particular,153.5007847,85.10621701,0.805617327,80.31820808,3.237491103,0.07464542,Democratic,0.014691556,0.059953864
Nothing in particular Black Straight No degree Rural Unmarried men,Black people,Black,Nothing in particular,152.8222032,90.89031993,0.66612372,69.92268708,2.102575287,0.074315435,Mixed,0.022352086,0.051963349
Evangelical Black Straight College degree Suburban Unmarried men,Black people,Black,Evangelical,152.0719895,63.16143832,0.64954375,67.35241746,7.068362748,0.073950616,Mixed,0.024143088,0.049807528
Agnostic White Straight No degree Urban Married women,Secular,White,Agnostic,151.8019086,78.00102496,0.686031762,71.68481318,6.365313547,0.073819279,Democratic,0.020902067,0.052917212
Protestant Black Straight No degree Suburban Married women,Black people,Black,Protestant,151.7840439,91.90521427,0.674411979,91.02770183,3.41283036,0.073810592,Democratic,0.006622506,0.067188085
Protestant White LGBTQ College degree Suburban Unmarried men,LGBTQ,White,Protestant,149.9405448,71.78051742,0.703880719,69.45150615,4.959950824,0.072914122,Mixed,0.022274166,0.050639956
Other Asian Straight College degree Suburban Married men,Mosaic middle,Asian,Other,149.3089462,69.18166145,0.671615706,65.95147133,12.01517353,0.072606984,Mixed,0.02472161,0.047885374
Jewish White Straight College degree Urban Unmarried men,Mosaic middle,White,Jewish,149.2893849,70.89108592,0.731678893,69.67259598,8.693523155,0.072597472,Mixed,0.022016929,0.050580543
Atheist White LGBTQ College degree Urban Unmarried women,Secular,White,Atheist,149.0989799,95.40942405,0.896919765,93.54755525,3.113527866,0.07250488,Democratic,0.004678337,0.067826543
Evangelical Hispanic Straight College degree Urban Married women,Mosaic middle,Hispanic,Evangelical,149.0125028,52.0462746,0.585827412,54.87471095,7.771768185,0.072462828,Mixed,0.03269906,0.039763767
Evangelical Hispanic Straight College degree Suburban Married women,Mosaic middle,Hispanic,Evangelical,148.0182396,41.07956506,0.553626838,41.61520849,6.569452178,0.07197933,Mixed,0.042024982,0.029954348
Jewish White Straight No degree Urban Unmarried women,Mosaic middle,White,Jewish,147.7311773,86.7058324,0.734716239,81.50792272,9.481072517,0.071839736,Democratic,0.013284659,0.058555076
Nothing in particular Hispanic Straight No degree Suburban Unmarried women,Mosaic middle,Hispanic,Nothing in particular,147.0772412,77.15411967,0.67652877,68.4162816,3.692126256,0.071521735,Mixed,0.022589223,0.048932512
Other Black Straight No degree Urban Unmarried women,Black people,Black,Other,146.5849852,95.80692286,0.679303775,80.23792196,1.224270355,0.071282358,Democratic,0.014086875,0.057195482
Agnostic White LGBTQ No degree Urban Unmarried men,Secular,White,Agnostic,146.1390335,86.82852381,0.790066849,82.71499949,0.185685877,0.071065497,Democratic,0.012283672,0.058781826
Protestant White LGBTQ College degree Urban Unmarried men,LGBTQ,White,Protestant,144.7074888,83.79999465,0.76714707,82.91282954,3.21245063,0.070369356,Democratic,0.012024132,0.058345224
Evangelical Other race Straight No degree Rural Unmarried women,Mosaic middle,Other race,Evangelical,144.671681,22.77690108,0.473187791,34.6635007,2.831844833,0.070351943,Mixed,0.045965497,0.024386446
Nothing in particular Hispanic Straight No degree Rural Unmarried women,Mosaic middle,Hispanic,Nothing in particular,144.6427865,67.08030614,0.682861951,60.97672978,3.641567111,0.070337892,Mixed,0.027448146,0.042889746
Catholic Hispanic Straight College degree Suburban Unmarried women,Mosaic middle,Hispanic,Catholic,140.9289015,80.02490088,0.719450055,73.72459824,2.999377936,0.068531878,Democratic,0.018007026,0.050524852
Protestant Black Straight No degree Rural Unmarried women,Black people,Black,Protestant,138.2915215,92.08662502,0.678542042,84.01003821,2.916467218,0.067249355,Democratic,0.010753146,0.056496209
Nothing in particular Asian Straight College degree Suburban Married men,Mosaic middle,Asian,Nothing in particular,137.8590461,71.44210645,0.670561179,67.16636939,11.70333394,0.067039048,Mixed,0.022011353,0.045027694
Nothing in particular Black Straight No degree Suburban Married men,Black people,Black,Nothing in particular,136.6321149,94.90949396,0.700558885,86.20867596,3.537421689,0.066442407,Democratic,0.009163288,0.057279119
Other White Straight College degree Urban Unmarried men,Mosaic middle,White,Other,136.5397929,56.67255174,0.651902024,59.20349731,7.816295945,0.066397512,Mixed,0.027087863,0.039309649
Evangelical Other race Straight No degree Rural Unmarried men,Mosaic middle,Other race,Evangelical,136.3195442,9.815324659,0.398829134,28.47180245,11.59674816,0.066290408,Republican,0.047416334,0.018874074
Atheist White Straight No degree Urban Married women,Secular,White,Atheist,136.2365811,82.9685957,0.763402266,79.38280537,3.027514158,0.066250064,Democratic,0.013658905,0.05259116
Evangelical Hispanic Straight College degree Urban Married men,Mosaic middle,Hispanic,Evangelical,136.0957803,39.48185343,0.574612574,46.57550022,7.038777779,0.066181595,Mixed,0.035357186,0.030824409
Nothing in particular Hispanic Straight No degree Suburban Married men,Mosaic middle,Hispanic,Nothing in particular,136.0772247,61.25208197,0.606165969,57.62034844,3.064507225,0.066172571,Mixed,0.028043705,0.038128866
Evangelical Black LGBTQ No degree Urban Unmarried men,Black people,Black,Evangelical,135.7600466,86.86325965,0.60539104,78.56680243,8.766168354,0.066018332,Democratic,0.014149839,0.051868492
Other Black Straight No degree Urban Unmarried men,Black people,Black,Other,134.9475651,89.41749859,0.625017314,74.32947848,2.070041276,0.065623233,Democratic,0.016845826,0.048777407
Agnostic White LGBTQ No degree Suburban Unmarried women,Secular,White,Agnostic,133.7587637,90.72575729,0.829376778,89.15076397,2.753922009,0.065045134,Democratic,0.0070569,0.057988234
Evangelical Hispanic Straight No degree Rural Unmarried men,Mosaic middle,Hispanic,Evangelical,133.3509205,40.93849135,0.562112309,44.84372449,0.028931555,0.064846805,Mixed,0.035767083,0.029079723
Agnostic White LGBTQ No degree Rural Unmarried women,Secular,White,Agnostic,132.6879669,85.9663741,0.825018458,82.74305072,4.263590921,0.06452442,Democratic,0.011134946,0.053389473
Catholic White LGBTQ No degree Suburban Unmarried men,LGBTQ,White,Catholic,132.0478796,52.00172145,0.582871207,59.131318,11.67078285,0.064213154,Mixed,0.02624307,0.037970084
Evangelical Other race Straight College degree Suburban Married men,Mosaic middle,Other race,Evangelical,131.9935235,6.434512072,0.260150552,9.941053718,1.696375034,0.064186721,Republican,0.057805885,0.006380836
Atheist White LGBTQ No degree Suburban Unmarried women,Secular,White,Atheist,128.2611571,93.05594321,0.84124893,90.90400535,2.805665997,0.06237172,Democratic,0.005673328,0.056698392
Protestant White LGBTQ No degree Rural Unmarried men,LGBTQ,White,Protestant,128.0681693,63.21107802,0.627219591,61.06064895,6.708942383,0.062277873,Mixed,0.024250599,0.038027273
Agnostic White LGBTQ No degree Rural Unmarried men,Secular,White,Agnostic,122.0325462,74.96558077,0.739056366,73.24346941,3.205121874,0.059342828,Democratic,0.015878082,0.043464746
Nothing in particular Hispanic Straight No degree Suburban Married women,Mosaic middle,Hispanic,Nothing in particular,121.7698338,62.29934635,0.665210762,66.95415498,4.804517959,0.059215075,Mixed,0.019568122,0.039646953
Atheist White LGBTQ College degree Suburban Unmarried women,Secular,White,Atheist,121.7110716,98.29420684,0.905683732,97.14823393,1.058183474,0.059186499,Democratic,0.001687861,0.057498639
Agnostic White LGBTQ College degree Suburban Unmarried women,Secular,White,Agnostic,121.6674368,98.12828984,0.888974282,96.5143826,2.769342504,0.05916528,Democratic,0.002062275,0.057103005
